Candidate,Party,Votes
B S YADIYURAPPA,Bharatiya Janata Party,86983
GONI MALATESHA,Indian National Congress,51586
H T BALEGAR,Janata Dal (Secular),13191
CHANDRAKANTA S REVANAKAR,Aam Aadmi Party,693
VINAY K C RAJAVATH,Independent,459
N HANUMEGOWDA,Independent,342
KOPPALU MANJANNA,Independent,319
KOTESHWARA,Independent,205
ANIL M R,Independent,202
None of the Above,None of the Above,903
